,source,freq,statement,veracity,length
6183,Chris Abele,2,"""We’re one of the only communities in the country that didn’t lose population in the last census.""",Pants on Fire!,98
6188,Suzanne Somers,1,"""Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.""",True,104
6194,Julie Parrish,1,"""West Linn has one of the highest per capita rates of home-based businesses in the United States.""",False,98
6195,Democratic Governors Association,1,"""Texas Governor Rick Perry’s voter ID law is a blatant effort to defeat Wendy Davis by disenfranchising tens of thousands of women voters.""",Pants on Fire!,139
6198,Kathleen Sebelius,2,"""If I have affordable coverage in my workplace, I'm not eligible to go into the marketplace. ... It’s illegal.""",Pants on Fire!,111
6199,Valerie Jarrett,1,"""FACT: Nothing in #Obamacare forces people out of their health plans.""",False,70
6202,Charlie Sykes,1,"""The number of Americans who receive means-tested government benefits -- welfare -- now outnumbers those who are year-round full-time workers.""",False,143
6203,Daniel Llanes,1,"""78702 is the second-most gentrified ZIP code in the entire country.""",False,69
6204,Rhode Island Tea Party,1,"""Soldiers Donating to Tea Party Now Face Punishment Under the Uniform Code of Military Justice.""",Pants on Fire!,96
6216,Chris Abele,2,"""We’re second only to Boston in college students per capita.""",False,61
6228,Paul LePage,1,"""About 47 percent of able-bodied people in the state of Maine don’t work.""",Pants on Fire!,74
6234,Texas Right to Life,2,"""Wendy Davis opposes any limits on abortion.""",False,45
6236,Maria Bartiromo,1,"""As a result of Obamacare, we are becoming something of a part-time employment country.""",False,88
6242,Sandra Stotsky,1,"""Common Core expects English teachers to spend at least half of their reading instructional time at every grade level on informational texts.""",False,142
6249,Evan Feinberg,1,"""Local law enforcement . . . will have access to the [Obamacare] Data Hub’s treasure trove of personal info.""",False,109
6259,Rick Kriseman,2,"""Since Mr. Foster's been mayor, we have less small businesses in the city of St. Petersburg.""",False,93
6260,Rick Kriseman,2,"""Unfortunately, since Mr. Foster's been mayor ... there are less people employed in the city of St. Petersburg than there were prior to his taking office.""",False,155
6279,Bob McDonnell,3,"""It’s been 4 and a half years since the United States Senate passed a budget.""",False,78
6285,Jeanne Shaheen,1,"""Ninety six percent of employers in the Granite State are considered small businesses.""",True,87
6294,Chris Latvala,1,"""Many don’t know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator.""",True,130
6301,Dennis Ross,1,"""For the first time since the Korean War, total federal spending has gone down for two years in a row.""",True,103
6306,Tweets,1,"""Obama has jumped the shark and ordered the ocean closed!""",False,58
6329,League of Women Voters of Texas Education Fund,1,"""Photo ID is not required for those who vote by mail.""",True,54
6334,Bill Nelson,3,"""Many state and federal agencies have such ‘navigators’ involved in helping folks maneuver through the often complex processes associated with filing benefits claims, for example -- even buying health insurance.""",True,212
6336,John Scocos,1,"""There are still tens of thousands of missing service members from previous and current conflicts that our nation is working to find and repatriate.""",True,149
6361,Oregon 2014,1,"""In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.""",True,98
6370,Stephanie Cutter,1,"""One out of 10 minimum-wage workers in the U.S. live in Texas.""",True,63
6374,Dennis Richardson,3,"""More than 400 car crashes occur each year on the current, congested Columbia River Bridge.""",False,92
6377,Betsy McCaughey,1,"""Obamacare will question your sex life.""",Pants on Fire!,40
6389,Van Jones,1,"""1 percent of candidates that (the National Rifle Association) endorsed in 2012 won.""",False,85
6399,Eddie Bernice  Johnson,2,"""Studies have shown that voter fraud is non-existent in Texas.""",False,63
6409,Will Weatherford,1,"""One out of every three students currently today is ready for college before they go there.""",False,92
6421,New Jersey Education Association,1,"""Trenton politicians cut $1.3 billion from education.""",True,54
6423,James O'Neil,1,"""Wind power is the most undependable form of renewable energy.""",False,63
6424,Doug Whitsett,1,"""Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.""",True,245
6445,Earl Blumenauer,2,"""The city of Portland has won more national Constitution contests than any city in America.""",True,92
6474,Kasim Reed,2,"""State law says that once the state appraises a piece of property, they can only pay it a certain amount above appraisal.""",True,122
6493,Mark Kelly,1,"""Polls show that 96 percent of New Jerseyans – and 95 percent of gun households in the state – support expanding background checks to keep guns away from those who shouldn’t have them.""",True,185
6507,Bill Foster,1,"""Sixty percent of the auto thefts that we have in (St. Petersburg) are caused by people leaving their keys in the car.""",True,119
6523,Kathleen Ford,2,"""If we use (Tax Increment Financing) funding, that's going to take funds from the general fund for Pinellas County, as it will take funds from the general fund for the city of St. Pete.""",False,186
6536,Susan Collins,1,"""This year, the overwhelming majority of new jobs are part time.""",True,65
6537,Alan Krueger,1,"""Since the Affordable Care Act passed, 90 percent of job growth has been in full-time positions.""",True,97
6547,Elizabeth Roberts,2,"""They’ve seen employer-supported coverage increase in Massachusetts after this law (Romneycare) was implemented.""",True,113
6569,Don Lemon,2,"""More than 72 percent of children in the African-American community are born out of wedlock.""",True,93
6575,Rush Holt,2,"""Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.""",True,144
6576,Helio Melo,2,"""Rhode Island has the highest percentage of lawyers per capita in the country.""",False,79
6577,Teresa Tanzi,1,"""We have no idea what is contained in [electronic cigarette] vapor.""",False,68
6584,Karen Handel,3,"""The Senate immigration bill is … filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.""",True,134
6589,BuzzFeed,1,"""In Providence, R.I., it's illegal to sell toothpaste and a toothbrush to the same customer on a Sunday.""",Pants on Fire!,105
6619,Kathleen Ford,2,"""Private prison systems are calculating how many new beds (they will need) based on the ... number of third graders.""",Pants on Fire!,117
6624,Barbara Buono,2,"""Guess what, governor? There’s no fried butter in Newark. Just 13 percent unemployment.""",True,88
6653,Lynn Westmoreland,2,"""It is against the law for the NSA to record or monitor Americans’ phone calls without getting a specific FISA warrant to do so.""",True,129
6664,David A. Clarke Jr.,3,"""When I was growing up as a kid in the city of Milwaukee, if we averaged 4 homicides a year in the entire city that was a record number.""",False,137
6672,Jimmy Carter,1,"""(T)he United States government and its Constitution says that people can be put to death.""",True,91
6703,Lena Taylor,1,"""There is no statistical evidence that bail bonds increase the likelihood of those awaiting trial returning to court for their scheduled hearings.""",False,147
6705,John Loughlin,2,"""We have one of the most expensive General Assemblies, per capita, in the entire country.""",True,90
6724,Saxby Chambliss,1,"""The United States has never stood by and seen innocent people slaughtered to the extent that's happening in Syria.""",Pants on Fire!,116
6730,Stephen Sweeney,1,"""Seventy percent of the people in the state of New Jersey want marriage equality.""",False,82
6748,Dave Joyce,2,"""47 - New provisions ObamaCare charges the IRS with implementing, according to the Government Accountability Office.""",True,117
6762,Tim Griffin,1,"""There was no surge in 501(c)(4) applications in 2010.""",True,55
6774,Keith Faber,2,"""During the Civil War, more than 300,000 Ohioans served in the Union Army -- more per capita than any other state.""",True,115
6799,Mark Pocan,3,"""Nothing in the Constitution explicitly guarantees our right to vote.""",True,70
6807,Alberta Darling,1,"""18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.""",True,117
6852,Jason Chaffetz,1,"""We had people that were getting killed (in Benghazi), we had people who are willing to risk their lives to go save them, and somebody told them to stand down.""",False,160
6871,Tom Coburn,2,"""In 2010, everybody said you can't dare let guns go into the national parks, and of course the rapes, murders, robberies and assaults are down about 85 percent since we did that.""",False,179
6907,Wayne Smith,1,"""Science has not shown greenhouse gases to be a problem.""",Pants on Fire!,57
6909,Ed FitzGerald,1,"""Ohioans want an end to pay-to-play politics.""",False,46
6925,Texas State Employees Union,1,"""Most state employees did not receive any pay raise from 2009 to 2012.""",True,71
6926,Ohio Oil and Gas Association,1,"""Nearly 40,000 new jobs have been created in the last year due to the new wells . . . right here in Ohio.""",Pants on Fire!,106
6939,Charles Van Zant,1,"""Abortionists have reduced our black population by more than 25 percent since 1973.""",False,84
6953,Georgia Department of Transportation,2,"""Demand for public transportation is reaching record levels in Wisconsin.""",False,74
